vidId,vidTitle,vidUrl,viewCount,likeCount,chanName,chanUrl,subsCount,vidCount,category;;;;;
"OtlkoSEKWEs,""With OLX Autos, selling a car is now stress-free! Watch how Namrata sold her car for the best price."",https://www.youtube.com/watch?v=OtlkoSEKWEs,1031008,11,OLX Autos India,https://www.youtube.com/channel/UCyU03JIEHxmKjpTyB7bAmoA,169000,163,2";;;;;
VOk0SgZqqyM,The New C-Class | All You Need to Know,https://www.youtube.com/watch?v=VOk0SgZqqyM,119126,1779,Mercedes-Benz,https://www.youtube.com/channel/UClj0L8WZrVydk5xKOscI6-A,1770000,2075,2;;;;;
alF9EImWYfw,Hyundai Complimentary Maintenance | Hyundai,https://www.youtube.com/watch?v=alF9EImWYfw,147625,1025,HyundaiUSA,https://www.youtube.com/channel/UCx_eAZKDceT1yaY4bRo636A,277000,784,2;;;;;
u3vSOVe7ki0,Cat® Mining CVAs: Through the Ages,https://www.youtube.com/watch?v=u3vSOVe7ki0,1888781,63,Cat® Products,https://www.youtube.com/channel/UC-cPWz8Fwk5vdWS-nwW4GSQ,269000,5114,2;;;;;
Gd7Wi7ZqgFY,Ford Bronco® Door Removal and Installation | Ford How-To | Ford,https://www.youtube.com/watch?v=Gd7Wi7ZqgFY,178794,1784,Ford Motor Company,https://www.youtube.com/channel/UCKA96UxTdgFBwGZMGZ-135w,2280000,655,2;;;;;
_0tm-VNcQGs,CUPRA x Extreme E - Desert X Prix in Saudi Arabia,https://www.youtube.com/watch?v=_0tm-VNcQGs,209047,45,CUPRA Official,https://www.youtube.com/channel/UCfsWpI_CXDSs39uVPo5c92Q,13700,192,2;;;;;
YpSYz_2sJq4,First Look at the 2023 Civic Type R,https://www.youtube.com/watch?v=YpSYz_2sJq4,2183528,88433,Donut,https://www.youtube.com/channel/UCL6JmiMXKoXS6bpP1D3bk8g,7700000,1411,2;;;;;
1gjweWq8qAc,S-Class | Conditionally Automated Driving with the DRIVE PILOT,https://www.youtube.com/watch?v=1gjweWq8qAc,159122,3999,Mercedes-Benz,https://www.youtube.com/channel/UClj0L8WZrVydk5xKOscI6-A,1770000,2075,2;;;;;
f50TjnSyK7I,Why Cheap Cars Are Disappearing,https://www.youtube.com/watch?v=f50TjnSyK7I,3404186,40067,CNBC,https://www.youtube.com/channel/UCvJJ_dzjViJCoLf5uKUTwoA,3030000,14936,2;;;;;
xLvF37uKQOY,A Joy of Empowerment with #THEX5,https://www.youtube.com/watch?v=xLvF37uKQOY,1443456,117,BMW Indonesia,https://www.youtube.com/channel/UCNLjUrFhQcG3p4I1rF8bh_w,11400,366,2;;;;;
LYso_izT1a4,Pro Trailer Backup Assist™ with Trailer Reverse Guidance: Setup &amp; Use | Ford How-To | Ford,https://www.youtube.com/watch?v=LYso_izT1a4,233116,1033,Ford Motor Company,https://www.youtube.com/channel/UCKA96UxTdgFBwGZMGZ-135w,2280000,655,2;;;;
M-BCbZcfEX8,A Closer Look to All New Toyota Raize,https://www.youtube.com/watch?v=M-BCbZcfEX8,11056840,1315,ToyotaIndonesia,https://www.youtube.com/channel/UCxVa64ZcWGi_VStlkfmoteQ,674000,787,2;;;;;
gh8gRu087wM,Castrol MAGNATEC Perlindungan Non-Stop Setiap Mesin Dihidupkan,https://www.youtube.com/watch?v=gh8gRu087wM,5916942,43,Castrol,https://www.youtube.com/channel/UCqWt41sdzPyfdmGsNP67eRw,58500,289,2;;;;;
"KtFdc_D2YBo,""New Civic Type R: More power than AMG A35, M135i, S3 &amp";" Golf R!!"",https://www.youtube.com/watch?v=KtFdc_D2YBo,1908406,35993,carwow,https://www.youtube.com/channel/UCUhFaUpnq31m6TNX2VKVSVA,8140000,2177,2";;;;
Po9MIxR5nHM,New Honda Brio &quot;Flex in Sophistication&quot;,https://www.youtube.com/watch?v=Po9MIxR5nHM,1853419,81,Hondaisme,https://www.youtube.com/channel/UCnE7GyB1Ws1QdhqStSOUxYA,66400,465,2;;;
8fuqZxJyMNw,Justin Bieber x Vespa | Italian Style Meets California Cool.,https://www.youtube.com/watch?v=8fuqZxJyMNw,2389144,2217,Vespa Official,https://www.youtube.com/channel/UCxZWr3SD_WKrHC9qIzQGhAA,32400,110,2;;;;;
6NsiA6GFAbU,Anggi Marito - Tak Segampang Itu (Official Music Video),https://www.youtube.com/watch?v=6NsiA6GFAbU,33353756,262297,AnggiMaritoVEVO,https://www.youtube.com/channel/UC1NJmZyGhiRmVHU5IF3dy0Q,13100,7,10;;;;;
